# EUC,SJIS
0xadb7,0x8756
0xadb8,0x8757
0xadb9,0x8758
0xadba,0x8759
0xadbb,0x875a
0xadbc,0x875b
0xadbd,0x875c
0xadbe,0x875d
0xadbf,0x875e
0xadc0,0x875f
0xadc1,0x8760
0xadc2,0x8761
0xadc3,0x8762
0xadc4,0x8763
0xadc5,0x8764
0xadc6,0x8765
0xadc7,0x8766
0xadc8,0x8767
0xadc9,0x8768
0xadca,0x8769
0xadcb,0x876a
0xadcc,0x876b
0xadcd,0x876c
0xadce,0x876d
0xadcf,0x876e
0xadd0,0x876f
0xadd1,0x8770
0xadd2,0x8771
0xadd3,0x8772
0xadd4,0x8773
0xadd5,0x8774
0xadd6,0x8775
0xadd7,0x8776
0xadd8,0x8777
0xadd9,0x8778
0xadda,0x8779
0xaddb,0x877a
0xaddc,0x877b
0xaddd,0x877c
0xadde,0x877d
0xaddf,0x877e
0xade0,0x8780
0xade1,0x8781
0xade2,0x8782
0xade3,0x8783
0xade4,0x8784
0xade5,0x8785
0xade6,0x8786
0xade7,0x8787
0xade8,0x8788
0xade9,0x8789
0xadea,0x878a
0xadeb,0x878b
0xadec,0x878c
0xaded,0x878d
0xadee,0x878e
0xadef,0x878f
0xadf0,0x8790
0xadf1,0x8791
0xadf2,0x8792
0xadf3,0x8793
0xadf4,0x8794
0xadf5,0x8795
0xadf6,0x8796
0xadf7,0x8797
0xadf8,0x8798
0xadf9,0x8799
0xadfa,0x879a
0xadfb,0x879b
0xadfc,0x879c
0xadfd,0x879d
0xadfe,0x879e
0xaea1,0x879f
0xaea2,0x87a0
0xaea3,0x87a1
0xaea4,0x87a2
0xaea5,0x87a3
0xaea6,0x87a4
0xaea7,0x87a5
0xaea8,0x87a6
0xaea9,0x87a7
0xaeaa,0x87a8
0xaeab,0x87a9
0xaeac,0x87aa
0xaead,0x87ab
0xaeae,0x87ac
0xaeaf,0x87ad
0xaeb0,0x87ae
0xaeb1,0x87af
0xaeb2,0x87b0
0xaeb3,0x87b1
0xaeb4,0x87b2
0xaeb5,0x87b3
0xaeb6,0x87b4
0xaeb7,0x87b5
0xaeb8,0x87b6
0xaeb9,0x87b7
0xaeba,0x87b8
0xaebb,0x87b9
0xaebc,0x87ba
0xaebd,0x87bb
0xaebe,0x87bc
0xaebf,0x87bd
0xaec0,0x87be
0xaec1,0x87bf
0xaec2,0x87c0
0xaec3,0x87c1
0xaec4,0x87c2
0xaec5,0x87c3
0xaec6,0x87c4
0xaec7,0x87c5
0xaec8,0x87c6
0xaec9,0x87c7
0xaeca,0x87c8
0xaecb,0x87c9
0xaecc,0x87ca
0xaecd,0x87cb
0xaece,0x87cc
0xaecf,0x87cd
0xaed0,0x87ce
0xaed1,0x87cf
0xaed2,0x87d0
0xaed3,0x87d1
0xaed4,0x87d2
0xaed5,0x87d3
0xaed6,0x87d4
0xaed7,0x87d5
0xaed8,0x87d6
0xaed9,0x87d7
0xaeda,0x87d8
0xaedb,0x87d9
0xaedc,0x87da
0xaedd,0x87db
0xaede,0x87dc
0xaedf,0x87dd
0xaee0,0x87de
0xaee1,0x87df
0xaee2,0x87e0
0xaee3,0x87e1
0xaee4,0x87e2
0xaee5,0x87e3
0xaee6,0x87e4
0xaee7,0x87e5
0xaee8,0x87e6
0xaee9,0x87e7
0xaeea,0x87e8
0xaeeb,0x87e9
0xaeec,0x87ea
0xaeed,0x87eb
0xaeee,0x87ec
0xaeef,0x87ed
0xaef0,0x87ee
0xaef1,0x87ef
0xaef2,0x87f0
0xaef3,0x87f1
0xaef4,0x87f2
0xaef5,0x87f3
0xaef6,0x87f4
0xaef7,0x87f5
0xaef8,0x87f6
0xaef9,0x87f7
0xaefa,0x87f8
0xaefb,0x87f9
0xaefc,0x87fa
0xaefd,0x87fb
0xaefe,0x87fc
0xafa1,0x8840
0xafa2,0x8841
0xafa3,0x8842
0xafa4,0x8843
0xafa5,0x8844
0xafa6,0x8845
0xafa7,0x8846
0xafa8,0x8847
0xafa9,0x8848
0xafaa,0x8849
0xafab,0x884a
0xafac,0x884b
0xafad,0x884c
0xafae,0x884d
0xafaf,0x884e
0xafb0,0x884f
0xafb1,0x8850
0xafb2,0x8851
0xafb3,0x8852
0xafb4,0x8853
0xafb5,0x8854
0xafb6,0x8855
0xafb7,0x8856
0xafb8,0x8857
0xafb9,0x8858
0xafba,0x8859
0xafbb,0x885a
0xafbc,0x885b
0xafbd,0x885c
0xafbe,0x885d
0xafbf,0x885e
0xafc0,0x885f
0xafc1,0x8860
0xafc2,0x8861
0xafc3,0x8862
0xafc4,0x8863
0xafc5,0x8864
0xafc6,0x8865
0xafc7,0x8866
0xafc8,0x8867
0xafc9,0x8868
0xafca,0x8869
0xafcb,0x886a
0xafcc,0x886b
0xafcd,0x886c
0xafce,0x886d
0xafcf,0x886e
0xafd0,0x886f
0xafd1,0x8870
0xafd2,0x8871
0xafd3,0x8872
0xafd4,0x8873
0xafd5,0x8874
0xafd6,0x8875
0xafd7,0x8876
0xafd8,0x8877
0xafd9,0x8878
0xafda,0x8879
0xafdb,0x887a
0xafdc,0x887b
0xafdd,0x887c
0xafde,0x887d
0xafdf,0x887e
0xafe0,0x8880
0xafe1,0x8881
0xafe2,0x8882
0xafe3,0x8883
0xafe4,0x8884
0xafe5,0x8885
0xafe6,0x8886
0xafe7,0x8887
0xafe8,0x8888
0xafe9,0x8889
0xafea,0x888a
0xafeb,0x888b
0xafec,0x888c
0xafed,0x888d
0xafee,0x888e
0xafef,0x888f
0xaff0,0x8890
0xaff1,0x8891
0xaff2,0x8892
0xaff3,0x8893
0xaff4,0x8894
0xaff5,0x8895
0xaff6,0x8896
0xaff7,0x8897
0xaff8,0x8898
0xaff9,0x8899
0xaffa,0x889a
0xaffb,0x889b
0xaffc,0x889c
0xaffd,0x889d
0xaffe,0x889e
0xb0a1,0x889f
0xb0a2,0x88a0
0xb0a3,0x88a1
0xb0a4,0x88a2
0xb0a5,0x88a3
0xb0a6,0x88a4
0xb0a7,0x88a5
0xb0a8,0x88a6
0xb0a9,0x88a7
0xb0aa,0x88a8
0xb0ab,0x88a9
0xb0ac,0x88aa
0xb0ad,0x88ab
0xb0ae,0x88ac
0xb0af,0x88ad
0xb0b0,0x88ae
0xb0b1,0x88af
0xb0b2,0x88b0
0xb0b3,0x88b1
0xb0b4,0x88b2
0xb0b5,0x88b3
0xb0b6,0x88b4
0xb0b7,0x88b5
0xb0b8,0x88b6
0xb0b9,0x88b7
0xb0ba,0x88b8
0xb0bb,0x88b9
0xb0bc,0x88ba
0xb0bd,0x88bb
0xb0be,0x88bc
0xb0bf,0x88bd
0xb0c0,0x88be
0xb0c1,0x88bf
0xb0c2,0x88c0
0xb0c3,0x88c1
0xb0c4,0x88c2
0xb0c5,0x88c3
0xb0c6,0x88c4
0xb0c7,0x88c5
0xb0c8,0x88c6
0xb0c9,0x88c7
0xb0ca,0x88c8
0xb0cb,0x88c9
0xb0cc,0x88ca
0xb0cd,0x88cb
0xb0ce,0x88cc
0xb0cf,0x88cd
0xb0d0,0x88ce
0xb0d1,0x88cf
0xb0d2,0x88d0
0xb0d3,0x88d1
0xb0d4,0x88d2
0xb0d5,0x88d3
0xb0d6,0x88d4
0xb0d7,0x88d5
0xb0d8,0x88d6
0xb0d9,0x88d7
0xb0da,0x88d8
0xb0db,0x88d9
0xb0dc,0x88da
0xb0dd,0x88db
0xb0de,0x88dc
0xb0df,0x88dd
0xb0e0,0x88de
0xb0e1,0x88df
0xb0e2,0x88e0
0xb0e3,0x88e1
0xb0e4,0x88e2
0xb0e5,0x88e3
0xb0e6,0x88e4
0xb0e7,0x88e5
0xb0e8,0x88e6
0xb0e9,0x88e7
0xb0ea,0x88e8
0xb0eb,0x88e9
0xb0ec,0x88ea
0xb0ed,0x88eb
0xb0ee,0x88ec
0xb0ef,0x88ed
0xb0f0,0x88ee
0xb0f1,0x88ef
0xb0f2,0x88f0
0xb0f3,0x88f1
0xb0f4,0x88f2
0xb0f5,0x88f3
0xb0f6,0x88f4
0xb0f7,0x88f5
0xb0f8,0x88f6
0xb0f9,0x88f7
0xb0fa,0x88f8
0xb0fb,0x88f9
0xb0fc,0x88fa
0xb0fd,0x88fb
0xb0fe,0x88fc
0xb1a1,0x8940
0xb1a2,0x8941
0xb1a3,0x8942
0xb1a4,0x8943
0xb1a5,0x8944
0xb1a6,0x8945
0xb1a7,0x8946
0xb1a8,0x8947
0xb1a9,0x8948
0xb1aa,0x8949
0xb1ab,0x894a
0xb1ac,0x894b
0xb1ad,0x894c
0xb1ae,0x894d
0xb1af,0x894e
0xb1b0,0x894f
0xb1b1,0x8950
0xb1b2,0x8951
0xb1b3,0x8952
0xb1b4,0x8953
0xb1b5,0x8954
0xb1b6,0x8955
0xb1b7,0x8956
0xb1b8,0x8957
0xb1b9,0x8958
0xb1ba,0x8959
0xb1bb,0x895a
0xb1bc,0x895b
0xb1bd,0x895c
0xb1be,0x895d
0xb1bf,0x895e
0xb1c0,0x895f
0xb1c1,0x8960
0xb1c2,0x8961
0xb1c3,0x8962
0xb1c4,0x8963
0xb1c5,0x8964
0xb1c6,0x8965
0xb1c7,0x8966
0xb1c8,0x8967
0xb1c9,0x8968
0xb1ca,0x8969
0xb1cb,0x896a
0xb1cc,0x896b
0xb1cd,0x896c
0xb1ce,0x896d
0xb1cf,0x896e
0xb1d0,0x896f
0xb1d1,0x8970
0xb1d2,0x8971
0xb1d3,0x8972
0xb1d4,0x8973
0xb1d5,0x8974
0xb1d6,0x8975
0xb1d7,0x8976
0xb1d8,0x8977
0xb1d9,0x8978
0xb1da,0x8979
0xb1db,0x897a
0xb1dc,0x897b
0xb1dd,0x897c
0xb1de,0x897d
0xb1df,0x897e
0xb1e0,0x8980
0xb1e1,0x8981
0xb1e2,0x8982
0xb1e3,0x8983
0xb1e4,0x8984
0xb1e5,0x8985
0xb1e6,0x8986
0xb1e7,0x8987
0xb1e8,0x8988
0xb1e9,0x8989
0xb1ea,0x898a
0xb1eb,0x898b
0xb1ec,0x898c
0xb1ed,0x898d
0xb1ee,0x898e
0xb1ef,0x898f
0xb1f0,0x8990
0xb1f1,0x8991
0xb1f2,0x8992
0xb1f3,0x8993
0xb1f4,0x8994
0xb1f5,0x8995
0xb1f6,0x8996
0xb1f7,0x8997
0xb1f8,0x8998
0xb1f9,0x8999
0xb1fa,0x899a
0xb1fb,0x899b
0xb1fc,0x899c
0xb1fd,0x899d
0xb1fe,0x899e
0xb2a1,0x899f
0xb2a2,0x89a0
0xb2a3,0x89a1
0xb2a4,0x89a2
0xb2a5,0x89a3
0xb2a6,0x89a4
0xb2a7,0x89a5
0xb2a8,0x89a6
0xb2a9,0x89a7
0xb2aa,0x89a8
0xb2ab,0x89a9
0xb2ac,0x89aa
0xb2ad,0x89ab
0xb2ae,0x89ac
0xb2af,0x89ad
0xb2b0,0x89ae
0xb2b1,0x89af
0xb2b2,0x89b0
0xb2b3,0x89b1
0xb2b4,0x89b2
0xb2b5,0x89b3
0xb2b6,0x89b4
0xb2b7,0x89b5
0xb2b8,0x89b6
0xb2b9,0x89b7
0xb2ba,0x89b8
0xb2bb,0x89b9
0xb2bc,0x89ba
0xb2bd,0x89bb
0xb2be,0x89bc
0xb2bf,0x89bd
0xb2c0,0x89be
0xb2c1,0x89bf
0xb2c2,0x89c0
0xb2c3,0x89c1
0xb2c4,0x89c2
0xb2c5,0x89c3
0xb2c6,0x89c4
0xb2c7,0x89c5
0xb2c8,0x89c6
0xb2c9,0x89c7
0xb2ca,0x89c8
0xb2cb,0x89c9
0xb2cc,0x89ca
0xb2cd,0x89cb
0xb2ce,0x89cc
0xb2cf,0x89cd
0xb2d0,0x89ce
0xb2d1,0x89cf
0xb2d2,0x89d0
0xb2d3,0x89d1
0xb2d4,0x89d2
0xb2d5,0x89d3
0xb2d6,0x89d4
0xb2d7,0x89d5
0xb2d8,0x89d6
0xb2d9,0x89d7
0xb2da,0x89d8
0xb2db,0x89d9
0xb2dc,0x89da
0xb2dd,0x89db
0xb2de,0x89dc
0xb2df,0x89dd
0xb2e0,0x89de
0xb2e1,0x89df
0xb2e2,0x89e0
0xb2e3,0x89e1
0xb2e4,0x89e2
0xb2e5,0x89e3
0xb2e6,0x89e4
0xb2e7,0x89e5
0xb2e8,0x89e6
0xb2e9,0x89e7
0xb2ea,0x89e8
0xb2eb,0x89e9
0xb2ec,0x89ea
0xb2ed,0x89eb
0xb2ee,0x89ec
0xb2ef,0x89ed
0xb2f0,0x89ee
0xb2f1,0x89ef
0xb2f2,0x89f0
0xb2f3,0x89f1
0xb2f4,0x89f2
0xb2f5,0x89f3
0xb2f6,0x89f4
0xb2f7,0x89f5
0xb2f8,0x89f6
0xb2f9,0x89f7
0xb2fa,0x89f8
0xb2fb,0x89f9
0xb2fc,0x89fa
0xb2fd,0x89fb
0xb2fe,0x89fc
0xb3a1,0x8a40
0xb3a2,0x8a41
0xb3a3,0x8a42
0xb3a4,0x8a43
0xb3a5,0x8a44
0xb3a6,0x8a45
0xb3a7,0x8a46
0xb3a8,0x8a47
0xb3a9,0x8a48
0xb3aa,0x8a49
0xb3ab,0x8a4a
0xb3ac,0x8a4b
0xb3ad,0x8a4c
0xb3ae,0x8a4d
0xb3af,0x8a4e
0xb3b0,0x8a4f
0xb3b1,0x8a50
0xb3b2,0x8a51
0xb3b3,0x8a52
0xb3b4,0x8a53
0xb3b5,0x8a54
0xb3b6,0x8a55
0xb3b7,0x8a56
0xb3b8,0x8a57
0xb3b9,0x8a58
0xb3ba,0x8a59
0xb3bb,0x8a5a
0xb3bc,0x8a5b
0xb3bd,0x8a5c
0xb3be,0x8a5d
0xb3bf,0x8a5e
0xb3c0,0x8a5f
0xb3c1,0x8a60
0xb3c2,0x8a61
0xb3c3,0x8a62
0xb3c4,0x8a63
0xb3c5,0x8a64
0xb3c6,0x8a65
0xb3c7,0x8a66
0xb3c8,0x8a67
0xb3c9,0x8a68
0xb3ca,0x8a69
0xb3cb,0x8a6a
0xb3cc,0x8a6b
0xb3cd,0x8a6c
0xb3ce,0x8a6d
0xb3cf,0x8a6e
0xb3d0,0x8a6f
0xb3d1,0x8a70
0xb3d2,0x8a71
0xb3d3,0x8a72
0xb3d4,0x8a73
0xb3d5,0x8a74
0xb3d6,0x8a75
0xb3d7,0x8a76
0xb3d8,0x8a77
0xb3d9,0x8a78
0xb3da,0x8a79
0xb3db,0x8a7a
0xb3dc,0x8a7b
0xb3dd,0x8a7c
0xb3de,0x8a7d
0xb3df,0x8a7e
0xb3e0,0x8a80
0xb3e1,0x8a81
0xb3e2,0x8a82
0xb3e3,0x8a83
0xb3e4,0x8a84
0xb3e5,0x8a85
0xb3e6,0x8a86
0xb3e7,0x8a87
0xb3e8,0x8a88
0xb3e9,0x8a89
0xb3ea,0x8a8a
0xb3eb,0x8a8b
0xb3ec,0x8a8c
0xb3ed,0x8a8d
0xb3ee,0x8a8e
0xb3ef,0x8a8f
0xb3f0,0x8a90
0xb3f1,0x8a91
0xb3f2,0x8a92
0xb3f3,0x8a93
0xb3f4,0x8a94
0xb3f5,0x8a95
0xb3f6,0x8a96
0xb3f7,0x8a97
0xb3f8,0x8a98
0xb3f9,0x8a99
0xb3fa,0x8a9a
0xb3fb,0x8a9b
0xb3fc,0x8a9c
0xb3fd,0x8a9d
0xb3fe,0x8a9e
0xb4a1,0x8a9f
0xb4a2,0x8aa0
0xb4a3,0x8aa1
0xb4a4,0x8aa2
0xb4a5,0x8aa3
0xb4a6,0x8aa4
0xb4a7,0x8aa5
0xb4a8,0x8aa6
0xb4a9,0x8aa7
0xb4aa,0x8aa8
0xb4ab,0x8aa9
0xb4ac,0x8aaa
0xb4ad,0x8aab
0xb4ae,0x8aac
0xb4af,0x8aad
0xb4b0,0x8aae
0xb4b1,0x8aaf
0xb4b2,0x8ab0
0xb4b3,0x8ab1
0xb4b4,0x8ab2
0xb4b5,0x8ab3
0xb4b6,0x8ab4
0xb4b7,0x8ab5
0xb4b8,0x8ab6
0xb4b9,0x8ab7
0xb4ba,0x8ab8
0xb4bb,0x8ab9
0xb4bc,0x8aba
0xb4bd,0x8abb
0xb4be,0x8abc
0xb4bf,0x8abd
0xb4c0,0x8abe
0xb4c1,0x8abf
0xb4c2,0x8ac0
0xb4c3,0x8ac1
0xb4c4,0x8ac2
0xb4c5,0x8ac3
0xb4c6,0x8ac4
0xb4c7,0x8ac5
0xb4c8,0x8ac6
0xb4c9,0x8ac7
0xb4ca,0x8ac8
0xb4cb,0x8ac9
0xb4cc,0x8aca
0xb4cd,0x8acb
0xb4ce,0x8acc
0xb4cf,0x8acd
0xb4d0,0x8ace
0xb4d1,0x8acf
0xb4d2,0x8ad0
0xb4d3,0x8ad1
0xb4d4,0x8ad2
0xb4d5,0x8ad3
0xb4d6,0x8ad4
0xb4d7,0x8ad5
0xb4d8,0x8ad6
0xb4d9,0x8ad7
0xb4da,0x8ad8
0xb4db,0x8ad9
0xb4dc,0x8ada
0xb4dd,0x8adb
0xb4de,0x8adc
0xb4df,0x8add
0xb4e0,0x8ade
0xb4e1,0x8adf
0xb4e2,0x8ae0
0xb4e3,0x8ae1
0xb4e4,0x8ae2
0xb4e5,0x8ae3
0xb4e6,0x8ae4
0xb4e7,0x8ae5
0xb4e8,0x8ae6
0xb4e9,0x8ae7
0xb4ea,0x8ae8
0xb4eb,0x8ae9
0xb4ec,0x8aea
0xb4ed,0x8aeb
0xb4ee,0x8aec
0xb4ef,0x8aed
0xb4f0,0x8aee
0xb4f1,0x8aef
0xb4f2,0x8af0
0xb4f3,0x8af1
0xb4f4,0x8af2
0xb4f5,0x8af3
0xb4f6,0x8af4
0xb4f7,0x8af5
0xb4f8,0x8af6
0xb4f9,0x8af7
0xb4fa,0x8af8
0xb4fb,0x8af9
0xb4fc,0x8afa
0xb4fd,0x8afb
0xb4fe,0x8afc
0xb5a1,0x8b40
0xb5a2,0x8b41
0xb5a3,0x8b42
0xb5a4,0x8b43
0xb5a5,0x8b44
0xb5a6,0x8b45
0xb5a7,0x8b46
0xb5a8,0x8b47
0xb5a9,0x8b48
0xb5aa,0x8b49
0xb5ab,0x8b4a
0xb5ac,0x8b4b
0xb5ad,0x8b4c
0xb5ae,0x8b4d
0xb5af,0x8b4e
0xb5b0,0x8b4f
0xb5b1,0x8b50
0xb5b2,0x8b51
0xb5b3,0x8b52
0xb5b4,0x8b53
0xb5b5,0x8b54
0xb5b6,0x8b55
0xb5b7,0x8b56
0xb5b8,0x8b57
0xb5b9,0x8b58
0xb5ba,0x8b59
0xb5bb,0x8b5a
0xb5bc,0x8b5b
0xb5bd,0x8b5c
0xb5be,0x8b5d
0xb5bf,0x8b5e
0xb5c0,0x8b5f
0xb5c1,0x8b60
0xb5c2,0x8b61
0xb5c3,0x8b62
0xb5c4,0x8b63
0xb5c5,0x8b64
0xb5c6,0x8b65
0xb5c7,0x8b66
0xb5c8,0x8b67
0xb5c9,0x8b68
0xb5ca,0x8b69
0xb5cb,0x8b6a
0xb5cc,0x8b6b
0xb5cd,0x8b6c
0xb5ce,0x8b6d
0xb5cf,0x8b6e
0xb5d0,0x8b6f
0xb5d1,0x8b70
0xb5d2,0x8b71
0xb5d3,0x8b72
0xb5d4,0x8b73
0xb5d5,0x8b74
0xb5d6,0x8b75
0xb5d7,0x8b76
0xb5d8,0x8b77
0xb5d9,0x8b78
0xb5da,0x8b79
0xb5db,0x8b7a
0xb5dc,0x8b7b
0xb5dd,0x8b7c
0xb5de,0x8b7d
0xb5df,0x8b7e
0xb5e0,0x8b80
0xb5e1,0x8b81
0xb5e2,0x8b82
0xb5e3,0x8b83
0xb5e4,0x8b84
0xb5e5,0x8b85
0xb5e6,0x8b86
0xb5e7,0x8b87
0xb5e8,0x8b88
0xb5e9,0x8b89
0xb5ea,0x8b8a
0xb5eb,0x8b8b
0xb5ec,0x8b8c
0xb5ed,0x8b8d
0xb5ee,0x8b8e
0xb5ef,0x8b8f
0xb5f0,0x8b90
0xb5f1,0x8b91
0xb5f2,0x8b92
0xb5f3,0x8b93
0xb5f4,0x8b94
0xb5f5,0x8b95
0xb5f6,0x8b96
0xb5f7,0x8b97
0xb5f8,0x8b98
0xb5f9,0x8b99
0xb5fa,0x8b9a
0xb5fb,0x8b9b
0xb5fc,0x8b9c
0xb5fd,0x8b9d
0xb5fe,0x8b9e
0xb6a1,0x8b9f
0xb6a2,0x8ba0
0xb6a3,0x8ba1
0xb6a4,0x8ba2
0xb6a5,0x8ba3
0xb6a6,0x8ba4
0xb6a7,0x8ba5
0xb6a8,0x8ba6
0xb6a9,0x8ba7
0xb6aa,0x8ba8
0xb6ab,0x8ba9
0xb6ac,0x8baa
0xb6ad,0x8bab
0xb6ae,0x8bac
0xb6af,0x8bad
0xb6b0,0x8bae
0xb6b1,0x8baf
0xb6b2,0x8bb0
0xb6b3,0x8bb1
0xb6b4,0x8bb2
0xb6b5,0x8bb3
0xb6b6,0x8bb4
0xb6b7,0x8bb5
0xb6b8,0x8bb6
0xb6b9,0x8bb7
0xb6ba,0x8bb8
0xb6bb,0x8bb9
0xb6bc,0x8bba
0xb6bd,0x8bbb
0xb6be,0x8bbc
0xb6bf,0x8bbd
0xb6c0,0x8bbe
0xb6c1,0x8bbf
0xb6c2,0x8bc0
0xb6c3,0x8bc1
0xb6c4,0x8bc2
0xb6c5,0x8bc3
0xb6c6,0x8bc4
0xb6c7,0x8bc5
0xb6c8,0x8bc6
0xb6c9,0x8bc7
0xb6ca,0x8bc8
0xb6cb,0x8bc9
0xb6cc,0x8bca
0xb6cd,0x8bcb
0xb6ce,0x8bcc
0xb6cf,0x8bcd
0xb6d0,0x8bce
0xb6d1,0x8bcf
0xb6d2,0x8bd0
0xb6d3,0x8bd1
0xb6d4,0x8bd2
0xb6d5,0x8bd3
0xb6d6,0x8bd4
0xb6d7,0x8bd5
0xb6d8,0x8bd6
0xb6d9,0x8bd7
0xb6da,0x8bd8
0xb6db,0x8bd9
0xb6dc,0x8bda
0xb6dd,0x8bdb
0xb6de,0x8bdc
0xb6df,0x8bdd
0xb6e0,0x8bde
0xb6e1,0x8bdf
0xb6e2,0x8be0
0xb6e3,0x8be1
0xb6e4,0x8be2
0xb6e5,0x8be3
0xb6e6,0x8be4
0xb6e7,0x8be5
0xb6e8,0x8be6
0xb6e9,0x8be7
0xb6ea,0x8be8
0xb6eb,0x8be9
0xb6ec,0x8bea
0xb6ed,0x8beb
0xb6ee,0x8bec
0xb6ef,0x8bed
0xb6f0,0x8bee
0xb6f1,0x8bef
0xb6f2,0x8bf0
0xb6f3,0x8bf1
0xb6f4,0x8bf2
0xb6f5,0x8bf3
0xb6f6,0x8bf4
0xb6f7,0x8bf5
0xb6f8,0x8bf6
0xb6f9,0x8bf7
0xb6fa,0x8bf8
0xb6fb,0x8bf9
0xb6fc,0x8bfa
0xb6fd,0x8bfb
0xb6fe,0x8bfc
0xb7a1,0x8c40
0xb7a2,0x8c41
0xb7a3,0x8c42
0xb7a4,0x8c43
0xb7a5,0x8c44
0xb7a6,0x8c45
0xb7a7,0x8c46
0xb7a8,0x8c47
0xb7a9,0x8c48
0xb7aa,0x8c49
0xb7ab,0x8c4a
0xb7ac,0x8c4b
0xb7ad,0x8c4c
0xb7ae,0x8c4d
0xb7af,0x8c4e
0xb7b0,0x8c4f
0xb7b1,0x8c50
0xb7b2,0x8c51
0xb7b3,0x8c52
0xb7b4,0x8c53
0xb7b5,0x8c54
0xb7b6,0x8c55
0xb7b7,0x8c56
0xb7b8,0x8c57
0xb7b9,0x8c58
0xb7ba,0x8c59
0xb7bb,0x8c5a
0xb7bc,0x8c5b
0xb7bd,0x8c5c
0xb7be,0x8c5d
0xb7bf,0x8c5e
0xb7c0,0x8c5f
0xb7c1,0x8c60
0xb7c2,0x8c61
0xb7c3,0x8c62
0xb7c4,0x8c63
0xb7c5,0x8c64
0xb7c6,0x8c65
0xb7c7,0x8c66
0xb7c8,0x8c67
0xb7c9,0x8c68
0xb7ca,0x8c69
0xb7cb,0x8c6a
0xb7cc,0x8c6b
0xb7cd,0x8c6c
0xb7ce,0x8c6d
0xb7cf,0x8c6e
0xb7d0,0x8c6f
0xb7d1,0x8c70
0xb7d2,0x8c71
0xb7d3,0x8c72
0xb7d4,0x8c73
0xb7d5,0x8c74
0xb7d6,0x8c75
0xb7d7,0x8c76
0xb7d8,0x8c77
0xb7d9,0x8c78
0xb7da,0x8c79
0xb7db,0x8c7a
0xb7dc,0x8c7b
0xb7dd,0x8c7c
0xb7de,0x8c7d
0xb7df,0x8c7e
0xb7e0,0x8c80
0xb7e1,0x8c81
0xb7e2,0x8c82
0xb7e3,0x8c83
0xb7e4,0x8c84
0xb7e5,0x8c85
0xb7e6,0x8c86
0xb7e7,0x8c87
0xb7e8,0x8c88
0xb7e9,0x8c89
0xb7ea,0x8c8a
0xb7eb,0x8c8b
0xb7ec,0x8c8c
0xb7ed,0x8c8d
0xb7ee,0x8c8e
0xb7ef,0x8c8f
0xb7f0,0x8c90
0xb7f1,0x8c91
0xb7f2,0x8c92
0xb7f3,0x8c93
0xb7f4,0x8c94
0xb7f5,0x8c95
0xb7f6,0x8c96
0xb7f7,0x8c97
0xb7f8,0x8c98
0xb7f9,0x8c99
0xb7fa,0x8c9a
0xb7fb,0x8c9b
0xb7fc,0x8c9c
0xb7fd,0x8c9d
0xb7fe,0x8c9e
0xb8a1,0x8c9f
0xb8a2,0x8ca0
0xb8a3,0x8ca1
0xb8a4,0x8ca2
0xb8a5,0x8ca3
0xb8a6,0x8ca4
0xb8a7,0x8ca5
0xb8a8,0x8ca6
0xb8a9,0x8ca7
0xb8aa,0x8ca8
0xb8ab,0x8ca9
0xb8ac,0x8caa
0xb8ad,0x8cab
0xb8ae,0x8cac
0xb8af,0x8cad
0xb8b0,0x8cae
0xb8b1,0x8caf
0xb8b2,0x8cb0
0xb8b3,0x8cb1
0xb8b4,0x8cb2
0xb8b5,0x8cb3
0xb8b6,0x8cb4
0xb8b7,0x8cb5
0xb8b8,0x8cb6
0xb8b9,0x8cb7
0xb8ba,0x8cb8
0xb8bb,0x8cb9
0xb8bc,0x8cba
0xb8bd,0x8cbb
0xb8be,0x8cbc
0xb8bf,0x8cbd
0xb8c0,0x8cbe
0xb8c1,0x8cbf
0xb8c2,0x8cc0
0xb8c3,0x8cc1
0xb8c4,0x8cc2
0xb8c5,0x8cc3
0xb8c6,0x8cc4
0xb8c7,0x8cc5
0xb8c8,0x8cc6
0xb8c9,0x8cc7
0xb8ca,0x8cc8
0xb8cb,0x8cc9
0xb8cc,0x8cca
0xb8cd,0x8ccb
0xb8ce,0x8ccc
0xb8cf,0x8ccd
0xb8d0,0x8cce
0xb8d1,0x8ccf
0xb8d2,0x8cd0
0xb8d3,0x8cd1
0xb8d4,0x8cd2
0xb8d5,0x8cd3
0xb8d6,0x8cd4
0xb8d7,0x8cd5
0xb8d8,0x8cd6
0xb8d9,0x8cd7
0xb8da,0x8cd8
0xb8db,0x8cd9
0xb8dc,0x8cda
0xb8dd,0x8cdb
0xb8de,0x8cdc
0xb8df,0x8cdd
0xb8e0,0x8cde
0xb8e1,0x8cdf
0xb8e2,0x8ce0
0xb8e3,0x8ce1
0xb8e4,0x8ce2
0xb8e5,0x8ce3
0xb8e6,0x8ce4
0xb8e7,0x8ce5
0xb8e8,0x8ce6
0xb8e9,0x8ce7
0xb8ea,0x8ce8
0xb8eb,0x8ce9
0xb8ec,0x8cea
0xb8ed,0x8ceb
0xb8ee,0x8cec
0xb8ef,0x8ced
0xb8f0,0x8cee
0xb8f1,0x8cef
0xb8f2,0x8cf0
0xb8f3,0x8cf1
0xb8f4,0x8cf2
0xb8f5,0x8cf3
0xb8f6,0x8cf4
0xb8f7,0x8cf5
0xb8f8,0x8cf6
0xb8f9,0x8cf7
