# EUC,SJIS
0xc4df,0x92dd
0xc4e0,0x92de
0xc4e1,0x92df
0xc4e2,0x92e0
0xc4e3,0x92e1
0xc4e4,0x92e2
0xc4e5,0x92e3
0xc4e6,0x92e4
0xc4e7,0x92e5
0xc4e8,0x92e6
0xc4e9,0x92e7
0xc4ea,0x92e8
0xc4eb,0x92e9
0xc4ec,0x92ea
0xc4ed,0x92eb
0xc4ee,0x92ec
0xc4ef,0x92ed
0xc4f0,0x92ee
0xc4f1,0x92ef
0xc4f2,0x92f0
0xc4f3,0x92f1
0xc4f4,0x92f2
0xc4f5,0x92f3
0xc4f6,0x92f4
0xc4f7,0x92f5
0xc4f8,0x92f6
0xc4f9,0x92f7
0xc4fa,0x92f8
0xc4fb,0x92f9
0xc4fc,0x92fa
0xc4fd,0x92fb
0xc4fe,0x92fc
0xc5a1,0x9340
0xc5a2,0x9341
0xc5a3,0x9342
0xc5a4,0x9343
0xc5a5,0x9344
0xc5a6,0x9345
0xc5a7,0x9346
0xc5a8,0x9347
0xc5a9,0x9348
0xc5aa,0x9349
0xc5ab,0x934a
0xc5ac,0x934b
0xc5ad,0x934c
0xc5ae,0x934d
0xc5af,0x934e
0xc5b0,0x934f
0xc5b1,0x9350
0xc5b2,0x9351
0xc5b3,0x9352
0xc5b4,0x9353
0xc5b5,0x9354
0xc5b6,0x9355
0xc5b7,0x9356
0xc5b8,0x9357
0xc5b9,0x9358
0xc5ba,0x9359
0xc5bb,0x935a
0xc5bc,0x935b
0xc5bd,0x935c
0xc5be,0x935d
0xc5bf,0x935e
0xc5c0,0x935f
0xc5c1,0x9360
0xc5c2,0x9361
0xc5c3,0x9362
0xc5c4,0x9363
0xc5c5,0x9364
0xc5c6,0x9365
0xc5c7,0x9366
0xc5c8,0x9367
0xc5c9,0x9368
0xc5ca,0x9369
0xc5cb,0x936a
0xc5cc,0x936b
0xc5cd,0x936c
0xc5ce,0x936d
0xc5cf,0x936e
0xc5d0,0x936f
0xc5d1,0x9370
0xc5d2,0x9371
0xc5d3,0x9372
0xc5d4,0x9373
0xc5d5,0x9374
0xc5d6,0x9375
0xc5d7,0x9376
0xc5d8,0x9377
0xc5d9,0x9378
0xc5da,0x9379
0xc5db,0x937a
0xc5dc,0x937b
0xc5dd,0x937c
0xc5de,0x937d
0xc5df,0x937e
0xc5e0,0x9380
0xc5e1,0x9381
0xc5e2,0x9382
0xc5e3,0x9383
0xc5e4,0x9384
0xc5e5,0x9385
0xc5e6,0x9386
0xc5e7,0x9387
0xc5e8,0x9388
0xc5e9,0x9389
0xc5ea,0x938a
0xc5eb,0x938b
0xc5ec,0x938c
0xc5ed,0x938d
0xc5ee,0x938e
0xc5ef,0x938f
0xc5f0,0x9390
0xc5f1,0x9391
0xc5f2,0x9392
0xc5f3,0x9393
0xc5f4,0x9394
0xc5f5,0x9395
0xc5f6,0x9396
0xc5f7,0x9397
0xc5f8,0x9398
0xc5f9,0x9399
0xc5fa,0x939a
0xc5fb,0x939b
0xc5fc,0x939c
0xc5fd,0x939d
0xc5fe,0x939e
0xc6a1,0x939f
0xc6a2,0x93a0
0xc6a3,0x93a1
0xc6a4,0x93a2
0xc6a5,0x93a3
0xc6a6,0x93a4
0xc6a7,0x93a5
0xc6a8,0x93a6
0xc6a9,0x93a7
0xc6aa,0x93a8
0xc6ab,0x93a9
0xc6ac,0x93aa
0xc6ad,0x93ab
0xc6ae,0x93ac
0xc6af,0x93ad
0xc6b0,0x93ae
0xc6b1,0x93af
0xc6b2,0x93b0
0xc6b3,0x93b1
0xc6b4,0x93b2
0xc6b5,0x93b3
0xc6b6,0x93b4
0xc6b7,0x93b5
0xc6b8,0x93b6
0xc6b9,0x93b7
0xc6ba,0x93b8
0xc6bb,0x93b9
0xc6bc,0x93ba
0xc6bd,0x93bb
0xc6be,0x93bc
0xc6bf,0x93bd
0xc6c0,0x93be
0xc6c1,0x93bf
0xc6c2,0x93c0
0xc6c3,0x93c1
0xc6c4,0x93c2
0xc6c5,0x93c3
0xc6c6,0x93c4
0xc6c7,0x93c5
0xc6c8,0x93c6
0xc6c9,0x93c7
0xc6ca,0x93c8
0xc6cb,0x93c9
0xc6cc,0x93ca
0xc6cd,0x93cb
0xc6ce,0x93cc
0xc6cf,0x93cd
0xc6d0,0x93ce
0xc6d1,0x93cf
0xc6d2,0x93d0
0xc6d3,0x93d1
0xc6d4,0x93d2
0xc6d5,0x93d3
0xc6d6,0x93d4
0xc6d7,0x93d5
0xc6d8,0x93d6
0xc6d9,0x93d7
0xc6da,0x93d8
0xc6db,0x93d9
0xc6dc,0x93da
0xc6dd,0x93db
0xc6de,0x93dc
0xc6df,0x93dd
0xc6e0,0x93de
0xc6e1,0x93df
0xc6e2,0x93e0
0xc6e3,0x93e1
0xc6e4,0x93e2
0xc6e5,0x93e3
0xc6e6,0x93e4
0xc6e7,0x93e5
0xc6e8,0x93e6
0xc6e9,0x93e7
0xc6ea,0x93e8
0xc6eb,0x93e9
0xc6ec,0x93ea
0xc6ed,0x93eb
0xc6ee,0x93ec
0xc6ef,0x93ed
0xc6f0,0x93ee
0xc6f1,0x93ef
0xc6f2,0x93f0
0xc6f3,0x93f1
0xc6f4,0x93f2
0xc6f5,0x93f3
0xc6f6,0x93f4
0xc6f7,0x93f5
0xc6f8,0x93f6
0xc6f9,0x93f7
0xc6fa,0x93f8
0xc6fb,0x93f9
0xc6fc,0x93fa
0xc6fd,0x93fb
0xc6fe,0x93fc
0xc7a1,0x9440
0xc7a2,0x9441
0xc7a3,0x9442
0xc7a4,0x9443
0xc7a5,0x9444
0xc7a6,0x9445
0xc7a7,0x9446
0xc7a8,0x9447
0xc7a9,0x9448
0xc7aa,0x9449
0xc7ab,0x944a
0xc7ac,0x944b
0xc7ad,0x944c
0xc7ae,0x944d
0xc7af,0x944e
0xc7b0,0x944f
0xc7b1,0x9450
0xc7b2,0x9451
0xc7b3,0x9452
0xc7b4,0x9453
0xc7b5,0x9454
0xc7b6,0x9455
0xc7b7,0x9456
0xc7b8,0x9457
0xc7b9,0x9458
0xc7ba,0x9459
0xc7bb,0x945a
0xc7bc,0x945b
0xc7bd,0x945c
0xc7be,0x945d
0xc7bf,0x945e
0xc7c0,0x945f
0xc7c1,0x9460
0xc7c2,0x9461
0xc7c3,0x9462
0xc7c4,0x9463
0xc7c5,0x9464
0xc7c6,0x9465
0xc7c7,0x9466
0xc7c8,0x9467
0xc7c9,0x9468
0xc7ca,0x9469
0xc7cb,0x946a
0xc7cc,0x946b
0xc7cd,0x946c
0xc7ce,0x946d
0xc7cf,0x946e
0xc7d0,0x946f
0xc7d1,0x9470
0xc7d2,0x9471
0xc7d3,0x9472
0xc7d4,0x9473
0xc7d5,0x9474
0xc7d6,0x9475
0xc7d7,0x9476
0xc7d8,0x9477
0xc7d9,0x9478
0xc7da,0x9479
0xc7db,0x947a
0xc7dc,0x947b
0xc7dd,0x947c
0xc7de,0x947d
0xc7df,0x947e
0xc7e0,0x9480
0xc7e1,0x9481
0xc7e2,0x9482
0xc7e3,0x9483
0xc7e4,0x9484
0xc7e5,0x9485
0xc7e6,0x9486
0xc7e7,0x9487
0xc7e8,0x9488
0xc7e9,0x9489
0xc7ea,0x948a
0xc7eb,0x948b
0xc7ec,0x948c
0xc7ed,0x948d
0xc7ee,0x948e
0xc7ef,0x948f
0xc7f0,0x9490
0xc7f1,0x9491
0xc7f2,0x9492
0xc7f3,0x9493
0xc7f4,0x9494
0xc7f5,0x9495
0xc7f6,0x9496
0xc7f7,0x9497
0xc7f8,0x9498
0xc7f9,0x9499
0xc7fa,0x949a
0xc7fb,0x949b
0xc7fc,0x949c
0xc7fd,0x949d
0xc7fe,0x949e
0xc8a1,0x949f
0xc8a2,0x94a0
0xc8a3,0x94a1
0xc8a4,0x94a2
0xc8a5,0x94a3
0xc8a6,0x94a4
0xc8a7,0x94a5
0xc8a8,0x94a6
0xc8a9,0x94a7
0xc8aa,0x94a8
0xc8ab,0x94a9
0xc8ac,0x94aa
0xc8ad,0x94ab
0xc8ae,0x94ac
0xc8af,0x94ad
0xc8b0,0x94ae
0xc8b1,0x94af
0xc8b2,0x94b0
0xc8b3,0x94b1
0xc8b4,0x94b2
0xc8b5,0x94b3
0xc8b6,0x94b4
0xc8b7,0x94b5
0xc8b8,0x94b6
0xc8b9,0x94b7
0xc8ba,0x94b8
0xc8bb,0x94b9
0xc8bc,0x94ba
0xc8bd,0x94bb
0xc8be,0x94bc
0xc8bf,0x94bd
0xc8c0,0x94be
0xc8c1,0x94bf
0xc8c2,0x94c0
0xc8c3,0x94c1
0xc8c4,0x94c2
0xc8c5,0x94c3
0xc8c6,0x94c4
0xc8c7,0x94c5
0xc8c8,0x94c6
0xc8c9,0x94c7
0xc8ca,0x94c8
0xc8cb,0x94c9
0xc8cc,0x94ca
0xc8cd,0x94cb
0xc8ce,0x94cc
0xc8cf,0x94cd
0xc8d0,0x94ce
0xc8d1,0x94cf
0xc8d2,0x94d0
0xc8d3,0x94d1
0xc8d4,0x94d2
0xc8d5,0x94d3
0xc8d6,0x94d4
0xc8d7,0x94d5
0xc8d8,0x94d6
0xc8d9,0x94d7
0xc8da,0x94d8
0xc8db,0x94d9
0xc8dc,0x94da
0xc8dd,0x94db
0xc8de,0x94dc
0xc8df,0x94dd
0xc8e0,0x94de
0xc8e1,0x94df
0xc8e2,0x94e0
0xc8e3,0x94e1
0xc8e4,0x94e2
0xc8e5,0x94e3
0xc8e6,0x94e4
0xc8e7,0x94e5
0xc8e8,0x94e6
0xc8e9,0x94e7
0xc8ea,0x94e8
0xc8eb,0x94e9
0xc8ec,0x94ea
0xc8ed,0x94eb
0xc8ee,0x94ec
0xc8ef,0x94ed
0xc8f0,0x94ee
0xc8f1,0x94ef
0xc8f2,0x94f0
0xc8f3,0x94f1
0xc8f4,0x94f2
0xc8f5,0x94f3
0xc8f6,0x94f4
0xc8f7,0x94f5
0xc8f8,0x94f6
0xc8f9,0x94f7
0xc8fa,0x94f8
0xc8fb,0x94f9
0xc8fc,0x94fa
0xc8fd,0x94fb
0xc8fe,0x94fc
0xc9a1,0x9540
0xc9a2,0x9541
0xc9a3,0x9542
0xc9a4,0x9543
0xc9a5,0x9544
0xc9a6,0x9545
0xc9a7,0x9546
0xc9a8,0x9547
0xc9a9,0x9548
0xc9aa,0x9549
0xc9ab,0x954a
0xc9ac,0x954b
0xc9ad,0x954c
0xc9ae,0x954d
0xc9af,0x954e
0xc9b0,0x954f
0xc9b1,0x9550
0xc9b2,0x9551
0xc9b3,0x9552
0xc9b4,0x9553
0xc9b5,0x9554
0xc9b6,0x9555
0xc9b7,0x9556
0xc9b8,0x9557
0xc9b9,0x9558
0xc9ba,0x9559
0xc9bb,0x955a
0xc9bc,0x955b
0xc9bd,0x955c
0xc9be,0x955d
0xc9bf,0x955e
0xc9c0,0x955f
0xc9c1,0x9560
0xc9c2,0x9561
0xc9c3,0x9562
0xc9c4,0x9563
0xc9c5,0x9564
0xc9c6,0x9565
0xc9c7,0x9566
0xc9c8,0x9567
0xc9c9,0x9568
0xc9ca,0x9569
0xc9cb,0x956a
0xc9cc,0x956b
0xc9cd,0x956c
0xc9ce,0x956d
0xc9cf,0x956e
0xc9d0,0x956f
0xc9d1,0x9570
0xc9d2,0x9571
0xc9d3,0x9572
0xc9d4,0x9573
0xc9d5,0x9574
0xc9d6,0x9575
0xc9d7,0x9576
0xc9d8,0x9577
0xc9d9,0x9578
0xc9da,0x9579
0xc9db,0x957a
0xc9dc,0x957b
0xc9dd,0x957c
0xc9de,0x957d
0xc9df,0x957e
0xc9e0,0x9580
0xc9e1,0x9581
0xc9e2,0x9582
0xc9e3,0x9583
0xc9e4,0x9584
0xc9e5,0x9585
0xc9e6,0x9586
0xc9e7,0x9587
0xc9e8,0x9588
0xc9e9,0x9589
0xc9ea,0x958a
0xc9eb,0x958b
0xc9ec,0x958c
0xc9ed,0x958d
0xc9ee,0x958e
0xc9ef,0x958f
0xc9f0,0x9590
0xc9f1,0x9591
0xc9f2,0x9592
0xc9f3,0x9593
0xc9f4,0x9594
0xc9f5,0x9595
0xc9f6,0x9596
0xc9f7,0x9597
0xc9f8,0x9598
0xc9f9,0x9599
0xc9fa,0x959a
0xc9fb,0x959b
0xc9fc,0x959c
0xc9fd,0x959d
0xc9fe,0x959e
0xcaa1,0x959f
0xcaa2,0x95a0
0xcaa3,0x95a1
0xcaa4,0x95a2
0xcaa5,0x95a3
0xcaa6,0x95a4
0xcaa7,0x95a5
0xcaa8,0x95a6
0xcaa9,0x95a7
0xcaaa,0x95a8
0xcaab,0x95a9
0xcaac,0x95aa
0xcaad,0x95ab
0xcaae,0x95ac
0xcaaf,0x95ad
0xcab0,0x95ae
0xcab1,0x95af
0xcab2,0x95b0
0xcab3,0x95b1
0xcab4,0x95b2
0xcab5,0x95b3
0xcab6,0x95b4
0xcab7,0x95b5
0xcab8,0x95b6
0xcab9,0x95b7
0xcaba,0x95b8
0xcabb,0x95b9
0xcabc,0x95ba
0xcabd,0x95bb
0xcabe,0x95bc
0xcabf,0x95bd
0xcac0,0x95be
0xcac1,0x95bf
0xcac2,0x95c0
0xcac3,0x95c1
0xcac4,0x95c2
0xcac5,0x95c3
0xcac6,0x95c4
0xcac7,0x95c5
0xcac8,0x95c6
0xcac9,0x95c7
0xcaca,0x95c8
0xcacb,0x95c9
0xcacc,0x95ca
0xcacd,0x95cb
0xcace,0x95cc
0xcacf,0x95cd
0xcad0,0x95ce
0xcad1,0x95cf
0xcad2,0x95d0
0xcad3,0x95d1
0xcad4,0x95d2
0xcad5,0x95d3
0xcad6,0x95d4
0xcad7,0x95d5
0xcad8,0x95d6
0xcad9,0x95d7
0xcada,0x95d8
0xcadb,0x95d9
0xcadc,0x95da
0xcadd,0x95db
0xcade,0x95dc
0xcadf,0x95dd
0xcae0,0x95de
0xcae1,0x95df
0xcae2,0x95e0
0xcae3,0x95e1
0xcae4,0x95e2
0xcae5,0x95e3
0xcae6,0x95e4
0xcae7,0x95e5
0xcae8,0x95e6
0xcae9,0x95e7
0xcaea,0x95e8
0xcaeb,0x95e9
0xcaec,0x95ea
0xcaed,0x95eb
0xcaee,0x95ec
0xcaef,0x95ed
0xcaf0,0x95ee
0xcaf1,0x95ef
0xcaf2,0x95f0
0xcaf3,0x95f1
0xcaf4,0x95f2
0xcaf5,0x95f3
0xcaf6,0x95f4
0xcaf7,0x95f5
0xcaf8,0x95f6
0xcaf9,0x95f7
0xcafa,0x95f8
0xcafb,0x95f9
0xcafc,0x95fa
0xcafd,0x95fb
0xcafe,0x95fc
0xcba1,0x9640
0xcba2,0x9641
0xcba3,0x9642
0xcba4,0x9643
0xcba5,0x9644
0xcba6,0x9645
0xcba7,0x9646
0xcba8,0x9647
0xcba9,0x9648
0xcbaa,0x9649
0xcbab,0x964a
0xcbac,0x964b
0xcbad,0x964c
0xcbae,0x964d
0xcbaf,0x964e
0xcbb0,0x964f
0xcbb1,0x9650
0xcbb2,0x9651
0xcbb3,0x9652
0xcbb4,0x9653
0xcbb5,0x9654
0xcbb6,0x9655
0xcbb7,0x9656
0xcbb8,0x9657
0xcbb9,0x9658
0xcbba,0x9659
0xcbbb,0x965a
0xcbbc,0x965b
0xcbbd,0x965c
0xcbbe,0x965d
0xcbbf,0x965e
0xcbc0,0x965f
0xcbc1,0x9660
0xcbc2,0x9661
0xcbc3,0x9662
0xcbc4,0x9663
0xcbc5,0x9664
0xcbc6,0x9665
0xcbc7,0x9666
0xcbc8,0x9667
0xcbc9,0x9668
0xcbca,0x9669
0xcbcb,0x966a
0xcbcc,0x966b
0xcbcd,0x966c
0xcbce,0x966d
0xcbcf,0x966e
0xcbd0,0x966f
0xcbd1,0x9670
0xcbd2,0x9671
0xcbd3,0x9672
0xcbd4,0x9673
0xcbd5,0x9674
0xcbd6,0x9675
0xcbd7,0x9676
0xcbd8,0x9677
0xcbd9,0x9678
0xcbda,0x9679
0xcbdb,0x967a
0xcbdc,0x967b
0xcbdd,0x967c
0xcbde,0x967d
0xcbdf,0x967e
0xcbe0,0x9680
0xcbe1,0x9681
0xcbe2,0x9682
0xcbe3,0x9683
0xcbe4,0x9684
0xcbe5,0x9685
0xcbe6,0x9686
0xcbe7,0x9687
0xcbe8,0x9688
0xcbe9,0x9689
0xcbea,0x968a
0xcbeb,0x968b
0xcbec,0x968c
0xcbed,0x968d
0xcbee,0x968e
0xcbef,0x968f
0xcbf0,0x9690
0xcbf1,0x9691
0xcbf2,0x9692
0xcbf3,0x9693
0xcbf4,0x9694
0xcbf5,0x9695
0xcbf6,0x9696
0xcbf7,0x9697
0xcbf8,0x9698
0xcbf9,0x9699
0xcbfa,0x969a
0xcbfb,0x969b
0xcbfc,0x969c
0xcbfd,0x969d
0xcbfe,0x969e
0xcca1,0x969f
0xcca2,0x96a0
0xcca3,0x96a1
0xcca4,0x96a2
0xcca5,0x96a3
0xcca6,0x96a4
0xcca7,0x96a5
0xcca8,0x96a6
0xcca9,0x96a7
0xccaa,0x96a8
0xccab,0x96a9
0xccac,0x96aa
0xccad,0x96ab
0xccae,0x96ac
0xccaf,0x96ad
0xccb0,0x96ae
0xccb1,0x96af
0xccb2,0x96b0
0xccb3,0x96b1
0xccb4,0x96b2
0xccb5,0x96b3
0xccb6,0x96b4
0xccb7,0x96b5
0xccb8,0x96b6
0xccb9,0x96b7
0xccba,0x96b8
0xccbb,0x96b9
0xccbc,0x96ba
0xccbd,0x96bb
0xccbe,0x96bc
0xccbf,0x96bd
0xccc0,0x96be
0xccc1,0x96bf
0xccc2,0x96c0
0xccc3,0x96c1
0xccc4,0x96c2
0xccc5,0x96c3
0xccc6,0x96c4
0xccc7,0x96c5
0xccc8,0x96c6
0xccc9,0x96c7
0xccca,0x96c8
0xcccb,0x96c9
0xcccc,0x96ca
0xcccd,0x96cb
0xccce,0x96cc
0xcccf,0x96cd
0xccd0,0x96ce
0xccd1,0x96cf
0xccd2,0x96d0
0xccd3,0x96d1
0xccd4,0x96d2
0xccd5,0x96d3
0xccd6,0x96d4
0xccd7,0x96d5
0xccd8,0x96d6
0xccd9,0x96d7
0xccda,0x96d8
0xccdb,0x96d9
0xccdc,0x96da
0xccdd,0x96db
0xccde,0x96dc
0xccdf,0x96dd
0xcce0,0x96de
0xcce1,0x96df
0xcce2,0x96e0
0xcce3,0x96e1
0xcce4,0x96e2
0xcce5,0x96e3
0xcce6,0x96e4
0xcce7,0x96e5
0xcce8,0x96e6
0xcce9,0x96e7
0xccea,0x96e8
0xcceb,0x96e9
0xccec,0x96ea
0xcced,0x96eb
0xccee,0x96ec
0xccef,0x96ed
0xccf0,0x96ee
0xccf1,0x96ef
0xccf2,0x96f0
0xccf3,0x96f1
0xccf4,0x96f2
0xccf5,0x96f3
0xccf6,0x96f4
0xccf7,0x96f5
0xccf8,0x96f6
0xccf9,0x96f7
0xccfa,0x96f8
0xccfb,0x96f9
0xccfc,0x96fa
0xccfd,0x96fb
0xccfe,0x96fc
0xcda1,0x9740
0xcda2,0x9741
0xcda3,0x9742
0xcda4,0x9743
0xcda5,0x9744
0xcda6,0x9745
0xcda7,0x9746
0xcda8,0x9747
0xcda9,0x9748
0xcdaa,0x9749
0xcdab,0x974a
0xcdac,0x974b
0xcdad,0x974c
0xcdae,0x974d
0xcdaf,0x974e
0xcdb0,0x974f
0xcdb1,0x9750
0xcdb2,0x9751
0xcdb3,0x9752
0xcdb4,0x9753
0xcdb5,0x9754
0xcdb6,0x9755
0xcdb7,0x9756
0xcdb8,0x9757
0xcdb9,0x9758
0xcdba,0x9759
0xcdbb,0x975a
0xcdbc,0x975b
0xcdbd,0x975c
0xcdbe,0x975d
0xcdbf,0x975e
0xcdc0,0x975f
0xcdc1,0x9760
0xcdc2,0x9761
0xcdc3,0x9762
0xcdc4,0x9763
0xcdc5,0x9764
0xcdc6,0x9765
0xcdc7,0x9766
0xcdc8,0x9767
0xcdc9,0x9768
0xcdca,0x9769
0xcdcb,0x976a
0xcdcc,0x976b
0xcdcd,0x976c
0xcdce,0x976d
0xcdcf,0x976e
0xcdd0,0x976f
0xcdd1,0x9770
0xcdd2,0x9771
0xcdd3,0x9772
0xcdd4,0x9773
0xcdd5,0x9774
0xcdd6,0x9775
0xcdd7,0x9776
0xcdd8,0x9777
0xcdd9,0x9778
0xcdda,0x9779
0xcddb,0x977a
0xcddc,0x977b
0xcddd,0x977c
0xcdde,0x977d
0xcddf,0x977e
0xcde0,0x9780
0xcde1,0x9781
0xcde2,0x9782
0xcde3,0x9783
0xcde4,0x9784
0xcde5,0x9785
0xcde6,0x9786
0xcde7,0x9787
0xcde8,0x9788
0xcde9,0x9789
0xcdea,0x978a
0xcdeb,0x978b
0xcdec,0x978c
0xcded,0x978d
0xcdee,0x978e
0xcdef,0x978f
0xcdf0,0x9790
0xcdf1,0x9791
0xcdf2,0x9792
0xcdf3,0x9793
0xcdf4,0x9794
0xcdf5,0x9795
0xcdf6,0x9796
0xcdf7,0x9797
0xcdf8,0x9798
0xcdf9,0x9799
0xcdfa,0x979a
0xcdfb,0x979b
0xcdfc,0x979c
0xcdfd,0x979d
0xcdfe,0x979e
0xcea1,0x979f
0xcea2,0x97a0
0xcea3,0x97a1
0xcea4,0x97a2
0xcea5,0x97a3
0xcea6,0x97a4
0xcea7,0x97a5
0xcea8,0x97a6
0xcea9,0x97a7
0xceaa,0x97a8
0xceab,0x97a9
0xceac,0x97aa
0xcead,0x97ab
0xceae,0x97ac
0xceaf,0x97ad
0xceb0,0x97ae
0xceb1,0x97af
0xceb2,0x97b0
0xceb3,0x97b1
0xceb4,0x97b2
0xceb5,0x97b3
0xceb6,0x97b4
0xceb7,0x97b5
0xceb8,0x97b6
0xceb9,0x97b7
0xceba,0x97b8
0xcebb,0x97b9
0xcebc,0x97ba
0xcebd,0x97bb
0xcebe,0x97bc
0xcebf,0x97bd
0xcec0,0x97be
0xcec1,0x97bf
0xcec2,0x97c0
0xcec3,0x97c1
0xcec4,0x97c2
0xcec5,0x97c3
0xcec6,0x97c4
0xcec7,0x97c5
0xcec8,0x97c6
0xcec9,0x97c7
0xceca,0x97c8
0xcecb,0x97c9
0xcecc,0x97ca
0xcecd,0x97cb
0xcece,0x97cc
0xcecf,0x97cd
0xced0,0x97ce
0xced1,0x97cf
0xced2,0x97d0
0xced3,0x97d1
0xced4,0x97d2
0xced5,0x97d3
0xced6,0x97d4
0xced7,0x97d5
0xced8,0x97d6
0xced9,0x97d7
0xceda,0x97d8
0xcedb,0x97d9
0xcedc,0x97da
0xcedd,0x97db
0xcede,0x97dc
0xcedf,0x97dd
0xcee0,0x97de
0xcee1,0x97df
0xcee2,0x97e0
0xcee3,0x97e1
0xcee4,0x97e2
0xcee5,0x97e3
0xcee6,0x97e4
0xcee7,0x97e5
0xcee8,0x97e6
0xcee9,0x97e7
0xceea,0x97e8
0xceeb,0x97e9
0xceec,0x97ea
0xceed,0x97eb
0xceee,0x97ec
0xceef,0x97ed
0xcef0,0x97ee
0xcef1,0x97ef
0xcef2,0x97f0
0xcef3,0x97f1
0xcef4,0x97f2
0xcef5,0x97f3
0xcef6,0x97f4
0xcef7,0x97f5
0xcef8,0x97f6
0xcef9,0x97f7
0xcefa,0x97f8
0xcefb,0x97f9
0xcefc,0x97fa
0xcefd,0x97fb
0xcefe,0x97fc
0xcfa1,0x9840
0xcfa2,0x9841
0xcfa3,0x9842
0xcfa4,0x9843
0xcfa5,0x9844
0xcfa6,0x9845
0xcfa7,0x9846
0xcfa8,0x9847
0xcfa9,0x9848
0xcfaa,0x9849
0xcfab,0x984a
0xcfac,0x984b
0xcfad,0x984c
0xcfae,0x984d
0xcfaf,0x984e
0xcfb0,0x984f
0xcfb1,0x9850
0xcfb2,0x9851
0xcfb3,0x9852
0xcfb4,0x9853
0xcfb5,0x9854
0xcfb6,0x9855
0xcfb7,0x9856
0xcfb8,0x9857
0xcfb9,0x9858
0xcfba,0x9859
0xcfbb,0x985a
0xcfbc,0x985b
0xcfbd,0x985c
0xcfbe,0x985d
0xcfbf,0x985e
0xcfc0,0x985f
0xcfc1,0x9860
0xcfc2,0x9861
0xcfc3,0x9862
0xcfc4,0x9863
0xcfc5,0x9864
0xcfc6,0x9865
0xcfc7,0x9866
0xcfc8,0x9867
0xcfc9,0x9868
0xcfca,0x9869
0xcfcb,0x986a
0xcfcc,0x986b
0xcfcd,0x986c
0xcfce,0x986d
0xcfcf,0x986e
0xcfd0,0x986f
0xcfd1,0x9870
0xcfd2,0x9871
0xcfd3,0x9872
0xcfd4,0x9873
0xcfd5,0x9874
0xcfd6,0x9875
0xcfd7,0x9876
0xcfd8,0x9877
0xcfd9,0x9878
0xcfda,0x9879
0xcfdb,0x987a
0xcfdc,0x987b
0xcfdd,0x987c
0xcfde,0x987d
0xcfdf,0x987e
0xcfe0,0x9880
0xcfe1,0x9881
0xcfe2,0x9882
0xcfe3,0x9883
0xcfe4,0x9884
0xcfe5,0x9885
0xcfe6,0x9886
0xcfe7,0x9887
0xcfe8,0x9888
0xcfe9,0x9889
0xcfea,0x988a
0xcfeb,0x988b
0xcfec,0x988c
0xcfed,0x988d
0xcfee,0x988e
0xcfef,0x988f
0xcff0,0x9890
0xcff1,0x9891
0xcff2,0x9892
0xcff3,0x9893
0xcff4,0x9894
0xcff5,0x9895
0xcff6,0x9896
0xcff7,0x9897
0xcff8,0x9898
0xcff9,0x9899
0xcffa,0x989a
0xcffb,0x989b
0xcffc,0x989c
0xcffd,0x989d
0xcffe,0x989e
0xd0a1,0x989f
0xd0a2,0x98a0
0xd0a3,0x98a1
0xd0a4,0x98a2
0xd0a5,0x98a3
0xd0a6,0x98a4
0xd0a7,0x98a5
0xd0a8,0x98a6
0xd0a9,0x98a7
0xd0aa,0x98a8
0xd0ab,0x98a9
0xd0ac,0x98aa
0xd0ad,0x98ab
0xd0ae,0x98ac
0xd0af,0x98ad
0xd0b0,0x98ae
0xd0b1,0x98af
0xd0b2,0x98b0
0xd0b3,0x98b1
0xd0b4,0x98b2
0xd0b5,0x98b3
0xd0b6,0x98b4
0xd0b7,0x98b5
0xd0b8,0x98b6
0xd0b9,0x98b7
0xd0ba,0x98b8
0xd0bb,0x98b9
0xd0bc,0x98ba
0xd0bd,0x98bb
0xd0be,0x98bc
0xd0bf,0x98bd
0xd0c0,0x98be
0xd0c1,0x98bf
0xd0c2,0x98c0
0xd0c3,0x98c1
0xd0c4,0x98c2
0xd0c5,0x98c3
0xd0c6,0x98c4
0xd0c7,0x98c5
0xd0c8,0x98c6
0xd0c9,0x98c7
0xd0ca,0x98c8
0xd0cb,0x98c9
0xd0cc,0x98ca
0xd0cd,0x98cb
0xd0ce,0x98cc
0xd0cf,0x98cd
0xd0d0,0x98ce
0xd0d1,0x98cf
0xd0d2,0x98d0
0xd0d3,0x98d1
0xd0d4,0x98d2
0xd0d5,0x98d3
0xd0d6,0x98d4
0xd0d7,0x98d5
0xd0d8,0x98d6
0xd0d9,0x98d7
0xd0da,0x98d8
0xd0db,0x98d9
0xd0dc,0x98da
0xd0dd,0x98db
0xd0de,0x98dc
0xd0df,0x98dd
0xd0e0,0x98de
0xd0e1,0x98df
0xd0e2,0x98e0
0xd0e3,0x98e1
0xd0e4,0x98e2
0xd0e5,0x98e3
0xd0e6,0x98e4
0xd0e7,0x98e5
0xd0e8,0x98e6
0xd0e9,0x98e7
0xd0ea,0x98e8
0xd0eb,0x98e9
0xd0ec,0x98ea
0xd0ed,0x98eb
0xd0ee,0x98ec
0xd0ef,0x98ed
0xd0f0,0x98ee
0xd0f1,0x98ef
0xd0f2,0x98f0
0xd0f3,0x98f1
0xd0f4,0x98f2
0xd0f5,0x98f3
0xd0f6,0x98f4
0xd0f7,0x98f5
0xd0f8,0x98f6
0xd0f9,0x98f7
